,Height,RewardFee,Transactions,blockchain,nonce,time,Time,AvgFee/Tx
161,786424,0.04350005,27,DASH.main,0,2017-12-13T09:48:52Z,2017-12-13 09:48:52,0.0016111129629629627
162,786423,0.04796903,50,DASH.main,0,2017-12-13T09:45:57Z,2017-12-13 09:45:57,0.0009593806
163,786422,0.02681661,56,DASH.main,0,2017-12-13T09:41:07Z,2017-12-13 09:41:07,0.00047886803571428566
164,786421,0.0,1,DASH.main,0,2017-12-13T09:34:10Z,2017-12-13 09:34:10,0.0
165,786420,0.0007059999999999999,4,DASH.main,0,2017-12-13T09:34:06Z,2017-12-13 09:34:06,0.00017649999999999998
166,786419,0.26052277,65,DASH.main,0,2017-12-13T09:33:47Z,2017-12-13 09:33:47,0.0040080426153846155
167,786418,0.01384867,126,DASH.main,0,2017-12-13T09:24:30Z,2017-12-13 09:24:30,0.00010991007936507935
168,786417,0.00793552,27,DASH.main,0,2017-12-13T09:20:51Z,2017-12-13 09:20:51,0.00029390814814814816
169,786416,0.03051687,54,DASH.main,0,2017-12-13T09:17:47Z,2017-12-13 09:17:47,0.0005651272222222223
170,786415,0.01026015,11,DASH.main,0,2017-12-13T09:10:36Z,2017-12-13 09:10:36,0.0009327409090909091
171,786414,0.0009480000000000001,3,DASH.main,0,2017-12-13T09:09:37Z,2017-12-13 09:09:37,0.00031600000000000004
172,786413,0.00628147,8,DASH.main,0,2017-12-13T09:09:34Z,2017-12-13 09:09:34,0.00078518375
173,786412,0.13,2,DASH.main,0,2017-12-13T09:08:35Z,2017-12-13 09:08:35,0.065
174,786411,0.00123551,5,DASH.main,0,2017-12-13T09:08:32Z,2017-12-13 09:08:32,0.000247102
