,Height,RewardFee,Transactions,blockchain,nonce,time,Time,AvgFee/Tx
120,1331394,1.80964466,485,LTC.main,0,2017-12-13T11:37:47Z,2017-12-13 11:37:47,0.003731226103092785
121,1331393,0.1852167,72,LTC.main,0,2017-12-13T11:30:41Z,2017-12-13 11:30:41,0.002572454166666666
122,1331392,0.5715740300000001,174,LTC.main,0,2017-12-13T11:29:56Z,2017-12-13 11:29:56,0.003284908218390805
123,1331391,0.0,1,LTC.main,0,2017-12-13T11:27:58Z,2017-12-13 11:27:58,0.0
124,1331390,0.03582639,9,LTC.main,0,2017-12-13T11:27:54Z,2017-12-13 11:27:54,0.00398071
125,1331389,0.4262277,120,LTC.main,0,2017-12-13T11:27:23Z,2017-12-13 11:27:23,0.0035518975
126,1331388,0.31788075,96,LTC.main,0,2017-12-13T11:25:43Z,2017-12-13 11:25:43,0.0033112578125
127,1331387,0.02039397,7,LTC.main,0,2017-12-13T11:24:28Z,2017-12-13 11:24:28,0.002913424285714286
128,1331386,0.84696857,347,LTC.main,0,2017-12-13T11:24:20Z,2017-12-13 11:24:20,0.002440831613832853
129,1331385,0.79451366,274,LTC.main,0,2017-12-13T11:20:14Z,2017-12-13 11:20:14,0.002899684890510949
130,1331384,0.15883425,91,LTC.main,0,2017-12-13T11:16:54Z,2017-12-13 11:16:54,0.0017454313186813187
131,1331383,0.58406333,124,LTC.main,0,2017-12-13T11:16:53Z,2017-12-13 11:16:53,0.004710188145161291
132,1331382,0.14719031,109,LTC.main,0,2017-12-13T11:14:20Z,2017-12-13 11:14:20,0.0013503698165137615
133,1331381,0.52562822,139,LTC.main,0,2017-12-13T11:14:00Z,2017-12-13 11:14:00,0.003781497985611511
134,1331380,0.6481445,227,LTC.main,0,2017-12-13T11:11:03Z,2017-12-13 11:11:03,0.002855262114537445
135,1331379,0.56788598,419,LTC.main,0,2017-12-13T11:08:10Z,2017-12-13 11:08:10,0.0013553364677804296
136,1331378,1.77871157,344,LTC.main,0,2017-12-13T11:06:47Z,2017-12-13 11:06:47,0.005170673168604651
137,1331377,0.71310614,227,LTC.main,0,2017-12-13T10:58:29Z,2017-12-13 10:58:29,0.003141436740088106
138,1331376,0.11788423,49,LTC.main,0,2017-12-13T10:55:24Z,2017-12-13 10:55:24,0.002405800612244898
139,1331375,0.66199791,235,LTC.main,0,2017-12-13T10:54:52Z,2017-12-13 10:54:52,0.002817012382978723
140,1331374,0.71330083,270,LTC.main,0,2017-12-13T10:52:04Z,2017-12-13 10:52:04,0.002641854925925926
141,1331373,0.26271049,107,LTC.main,0,2017-12-13T10:48:37Z,2017-12-13 10:48:37,0.0024552382242990656
142,1331372,0.62224301,186,LTC.main,0,2017-12-13T10:47:31Z,2017-12-13 10:47:31,0.0033453925268817205
143,1331371,0.19886071,63,LTC.main,0,2017-12-13T10:45:05Z,2017-12-13 10:45:05,0.0031565192063492072
144,1331370,0.0,1,LTC.main,0,2017-12-13T10:44:35Z,2017-12-13 10:44:35,0.0
145,1331369,0.67688,254,LTC.main,0,2017-12-13T10:44:24Z,2017-12-13 10:44:24,0.00266488188976378
146,1331368,0.17039021,55,LTC.main,0,2017-12-13T10:41:36Z,2017-12-13 10:41:36,0.0030980038181818185
147,1331367,0.44836744,117,LTC.main,0,2017-12-13T10:40:51Z,2017-12-13 10:40:51,0.0038322003418803405
148,1331366,0.10618245,55,LTC.main,0,2017-12-13T10:39:50Z,2017-12-13 10:39:50,0.00193059
149,1331365,0.32377967,127,LTC.main,0,2017-12-13T10:38:54Z,2017-12-13 10:38:54,0.002549446220472441
150,1331364,0.94878819,223,LTC.main,0,2017-12-13T10:37:18Z,2017-12-13 10:37:18,0.0042546555605381155
151,1331363,0.13585632,26,LTC.main,0,2017-12-13T10:34:41Z,2017-12-13 10:34:41,0.005225243076923077
152,1331362,0.9102995,360,LTC.main,0,2017-12-13T10:34:30Z,2017-12-13 10:34:30,0.0025286097222222232
153,1331361,0.0,1,LTC.main,0,2017-12-13T10:30:57Z,2017-12-13 10:30:57,0.0
154,1331360,0.83181037,304,LTC.main,0,2017-12-13T10:30:49Z,2017-12-13 10:30:49,0.002736218322368421
155,1331359,0.0,1,LTC.main,0,2017-12-13T10:27:37Z,2017-12-13 10:27:37,0.0
156,1331358,0.2660896,51,LTC.main,0,2017-12-13T10:27:06Z,2017-12-13 10:27:06,0.005217443137254901
157,1331357,0.38942458,131,LTC.main,0,2017-12-13T10:26:50Z,2017-12-13 10:26:50,0.0029727067175572518
158,1331356,0.59589132,184,LTC.main,0,2017-12-13T10:24:15Z,2017-12-13 10:24:15,0.003238539782608696
159,1331355,0.23417187,98,LTC.main,0,2017-12-13T10:22:13Z,2017-12-13 10:22:13,0.0023895088775510204
160,1331354,0.0,1,LTC.main,0,2017-12-13T10:21:13Z,2017-12-13 10:21:13,0.0
161,1331353,0.35717607,156,LTC.main,0,2017-12-13T10:20:58Z,2017-12-13 10:20:58,0.0022895901923076925
162,1331352,0.24757857,82,LTC.main,0,2017-12-13T10:18:59Z,2017-12-13 10:18:59,0.0030192508536585365
163,1331351,0.07790995,8,LTC.main,0,2017-12-13T10:17:51Z,2017-12-13 10:17:51,0.00973874375
164,1331350,1.97253453,668,LTC.main,0,2017-12-13T10:17:44Z,2017-12-13 10:17:44,0.002952896002994012
165,1331349,0.02421162,13,LTC.main,0,2017-12-13T10:07:52Z,2017-12-13 10:07:52,0.0018624323076923079
166,1331348,0.01836058,14,LTC.main,0,2017-12-13T10:07:40Z,2017-12-13 10:07:40,0.00131147
167,1331347,0.51357006,173,LTC.main,0,2017-12-13T10:07:34Z,2017-12-13 10:07:34,0.0029686130635838155
168,1331346,0.72448514,225,LTC.main,0,2017-12-13T10:05:16Z,2017-12-13 10:05:16,0.003219933955555556
169,1331345,0.32206299,126,LTC.main,0,2017-12-13T10:02:42Z,2017-12-13 10:02:42,0.002556055476190476
170,1331344,0.0,1,LTC.main,0,2017-12-13T10:01:27Z,2017-12-13 10:01:27,0.0
171,1331343,0.68022145,201,LTC.main,0,2017-12-13T10:00:41Z,2017-12-13 10:00:41,0.00338418631840796
172,1331342,0.31526418,111,LTC.main,0,2017-12-13T09:57:49Z,2017-12-13 09:57:49,0.002840217837837838
173,1331341,0.0457596,10,LTC.main,0,2017-12-13T09:56:36Z,2017-12-13 09:56:36,0.00457596
174,1331340,1.33743343,465,LTC.main,0,2017-12-13T09:56:19Z,2017-12-13 09:56:19,0.0028762009247311825
175,1331339,0.65752465,223,LTC.main,0,2017-12-13T09:50:21Z,2017-12-13 09:50:21,0.002948541031390135
176,1331338,0.02513195,10,LTC.main,0,2017-12-13T09:47:13Z,2017-12-13 09:47:13,0.002513195
177,1331337,0.7425116999999999,252,LTC.main,0,2017-12-13T09:47:08Z,2017-12-13 09:47:08,0.002946475
178,1331336,0.52478234,216,LTC.main,0,2017-12-13T09:43:38Z,2017-12-13 09:43:38,0.0024295478703703697
179,1331335,0.0,1,LTC.main,0,2017-12-13T09:40:45Z,2017-12-13 09:40:45,0.0
180,1331334,0.31635189,77,LTC.main,0,2017-12-13T09:40:37Z,2017-12-13 09:40:37,0.004108466103896104
181,1331333,1.22210137,587,LTC.main,0,2017-12-13T09:39:29Z,2017-12-13 09:39:29,0.0020819444122657576
182,1331332,1.19208159,155,LTC.main,0,2017-12-13T09:38:21Z,2017-12-13 09:38:21,0.007690848967741936
183,1331331,1.23677521,354,LTC.main,0,2017-12-13T09:30:12Z,2017-12-13 09:30:12,0.0034937152824858764
184,1331330,0.01016816,3,LTC.main,0,2017-12-13T09:25:44Z,2017-12-13 09:25:44,0.003389386666666667
185,1331329,1.45587887,519,LTC.main,0,2017-12-13T09:25:39Z,2017-12-13 09:25:39,0.0028051615992292873
186,1331328,0.37998346,150,LTC.main,0,2017-12-13T09:19:56Z,2017-12-13 09:19:56,0.0025332230666666672
187,1331327,0.5863457,179,LTC.main,0,2017-12-13T09:18:01Z,2017-12-13 09:18:01,0.003275674301675977
188,1331326,0.11789279,28,LTC.main,0,2017-12-13T09:15:58Z,2017-12-13 09:15:58,0.004210456785714286
189,1331325,0.96542417,351,LTC.main,0,2017-12-13T09:15:34Z,2017-12-13 09:15:34,0.002750496210826211
190,1331324,0.30351784,95,LTC.main,0,2017-12-13T09:11:36Z,2017-12-13 09:11:36,0.0031949246315789467
